sales_id,car_key,date_key,customer_key,acquisition_source_key,location_key,list_price,selling_price,discount_amount,discount_pct,cost_price,profit,profit_margin,depreciation_amount,discount_to_deprec_ratio,net_revenue,days_on_lot,car_age,mileage,quantity
788,406,20250727,20,2,1,798000.0,735000.0,63000.0,7.89,597000.0,138000.0,18.78,388451.34,16.22,735000.0,93,8,104183,1
789,270,20250826,75,2,1,627000.0,565000.0,62000.0,9.89,488000.0,77000.0,13.63,246815.41,25.12,565000.0,33,6,58310,1
790,407,20260127,100,2,1,627000.0,565000.0,62000.0,9.89,488000.0,77000.0,13.63,246815.41,25.12,565000.0,33,6,58310,1
791,408,20250206,72,1,1,419000.0,385000.0,34000.0,8.11,327000.0,58000.0,15.06,236991.24,14.35,385000.0,15,10,206079,1
792,409,20241225,43,1,17,3489000.0,3190000.0,299000.0,8.57,2563000.0,627000.0,19.66,1189464.57,25.14,3190000.0,66,5,137500,1
793,240,20260914,56,1,1,341000.0,299000.0,42000.0,12.32,254000.0,45000.0,15.05,116253.2,36.13,299000.0,40,5,62500,1
794,410,20260814,93,3,1,341000.0,299000.0,42000.0,12.32,254000.0,45000.0,15.05,116253.2,36.13,299000.0,40,5,62500,1
795,20,20240325,92,3,1,1084000.0,999000.0,85000.0,7.84,824000.0,175000.0,17.52,239902.21,35.43,999000.0,15,3,27500,1
796,139,20250826,73,2,1,1084000.0,999000.0,85000.0,7.84,824000.0,175000.0,17.52,239902.21,35.43,999000.0,15,3,27500,1
797,411,20251017,34,3,1,880000.0,799000.0,81000.0,9.2,663000.0,136000.0,17.02,389094.99,20.82,799000.0,108,7,182500,1
798,412,20250817,9,2,3,1975000.0,1750000.0,225000.0,11.39,1508000.0,242000.0,13.83,158000.0,142.41,1750000.0,88,1,22000,1
799,413,20240913,28,2,1,718000.0,659000.0,59000.0,8.22,570000.0,89000.0,13.51,378988.14,15.57,659000.0,38,9,167500,1
800,20,20250216,38,2,1,1289000.0,1159000.0,130000.0,10.09,964000.0,195000.0,16.82,285271.17,45.57,1159000.0,76,3,77500,1
801,139,20250209,4,2,1,1289000.0,1159000.0,130000.0,10.09,964000.0,195000.0,16.82,285271.17,45.57,1159000.0,76,3,77500,1
802,414,20251102,83,1,1,669000.0,589000.0,80000.0,11.96,516000.0,73000.0,12.39,295800.62,27.05,589000.0,84,7,137000,1
803,415,20250816,97,3,4,858000.0,749000.0,109000.0,12.7,624000.0,125000.0,16.69,452885.55,24.07,749000.0,12,9,117500,1
804,1146,20241112,56,3,4,858000.0,749000.0,109000.0,12.7,624000.0,125000.0,16.69,452885.55,24.07,749000.0,12,9,117500,1
805,387,20250311,44,1,1,670000.0,629000.0,41000.0,6.12,542000.0,87000.0,13.83,190016.72,21.58,629000.0,37,4,77500,1
806,416,20260419,89,3,1,639000.0,559000.0,80000.0,12.52,469000.0,90000.0,16.1,282536.02,28.31,559000.0,83,7,236000,1
807,119,20240417,92,3,4,473000.0,430000.0,43000.0,9.09,375000.0,55000.0,12.79,230247.47,18.68,430000.0,106,8,132500,1
808,978,20261103,51,1,4,473000.0,430000.0,43000.0,9.09,375000.0,55000.0,12.79,230247.47,18.68,430000.0,106,8,132500,1
809,417,20260724,82,1,1,967000.0,899000.0,68000.0,7.03,784000.0,115000.0,12.79,666076.53,10.21,899000.0,57,14,122500,1
810,418,20241115,68,2,1,1140000.0,1040000.0,100000.0,8.77,839000.0,201000.0,19.33,504054.87,19.84,1040000.0,89,7,182500,1
811,419,20240530,55,3,17,3318000.0,2890000.0,428000.0,12.9,2529000.0,361000.0,12.49,1131167.51,37.84,2890000.0,19,5,77500,1
812,420,20240329,51,2,1,5551000.0,5050000.0,501000.0,9.03,4374000.0,676000.0,13.39,1228502.91,40.78,5050000.0,42,3,22500,1
813,421,20240919,100,3,1,475000.0,439000.0,36000.0,7.58,379000.0,60000.0,13.67,314329.79,11.45,439000.0,109,13,89000,1
814,422,20240316,72,3,18,2995000.0,2690000.0,305000.0,10.18,2195000.0,495000.0,18.4,849403.08,35.91,2690000.0,76,4,32500,1
815,423,20240420,78,1,1,4285000.0,3990000.0,295000.0,6.88,3449000.0,541000.0,13.56,658176.0,44.82,3990000.0,78,2,47000,1
816,424,20260116,65,3,1,316000.0,299000.0,17000.0,5.38,260000.0,39000.0,13.04,124391.82,13.67,299000.0,21,6,12500,1
817,1621,20261204,66,1,1,316000.0,299000.0,17000.0,5.38,260000.0,39000.0,13.04,124391.82,13.67,299000.0,21,6,12500,1
818,425,20240104,10,2,3,1273000.0,1198000.0,75000.0,5.89,986000.0,212000.0,17.7,433989.22,17.28,1198000.0,66,5,63000,1
819,1179,20260313,13,1,3,1273000.0,1198000.0,75000.0,5.89,986000.0,212000.0,17.7,433989.22,17.28,1198000.0,66,5,63000,1
820,426,20240821,71,3,3,678000.0,638000.0,40000.0,5.9,559000.0,79000.0,12.38,383484.63,10.43,638000.0,53,10,98000,1
821,427,20261216,85,2,3,1032000.0,969000.0,63000.0,6.1,779000.0,190000.0,19.61,228393.98,27.58,969000.0,22,3,55000,1
822,1429,20240408,97,3,3,1032000.0,969000.0,63000.0,6.1,779000.0,190000.0,19.61,228393.98,27.58,969000.0,22,3,55000,1
823,428,20240409,15,2,1,956000.0,899000.0,57000.0,5.96,730000.0,169000.0,18.8,604510.93,9.43,899000.0,33,12,67500,1
824,429,20250126,49,1,2,378000.0,339000.0,39000.0,10.32,286000.0,53000.0,15.63,184003.27,21.2,339000.0,53,8,137500,1
825,1334,20240316,86,1,2,378000.0,339000.0,39000.0,10.32,286000.0,53000.0,15.63,184003.27,21.2,339000.0,53,8,137500,1
826,331,20260422,56,1,1,267000.0,250000.0,17000.0,6.37,212000.0,38000.0,15.2,168833.07,10.07,250000.0,66,12,82500,1
827,202,20260127,56,1,1,867000.0,799000.0,68000.0,7.84,680000.0,119000.0,14.89,341290.21,19.92,799000.0,105,6,17500,1
828,272,20241230,92,3,1,867000.0,799000.0,68000.0,7.84,680000.0,119000.0,14.89,341290.21,19.92,799000.0,105,6,17500,1
829,323,20250109,84,3,1,683000.0,599000.0,84000.0,12.3,480000.0,119000.0,19.87,301990.77,27.82,599000.0,25,7,82000,1
830,246,20250326,98,1,19,550000.0,500999.0,49001.0,8.91,439000.0,61999.0,12.38,267729.62,18.3,500999.0,105,8,142500,1
831,430,20250913,73,1,19,550000.0,500999.0,49001.0,8.91,439000.0,61999.0,12.38,267729.62,18.3,500999.0,105,8,142500,1
832,431,20240228,89,1,3,479000.0,429000.0,50000.0,10.44,345000.0,84000.0,19.58,287573.7,17.39,429000.0,118,11,277500,1
833,432,20240114,44,2,20,198000.0,185900.0,12100.0,6.11,151000.0,34900.0,18.77,125202.06,9.66,185900.0,110,12,97500,1
834,128,20251205,19,3,1,727000.0,680000.0,47000.0,6.46,545000.0,135000.0,19.85,206182.32,22.8,680000.0,109,4,107500,1
835,374,20260803,45,1,1,727000.0,680000.0,47000.0,6.46,545000.0,135000.0,19.85,206182.32,22.8,680000.0,109,4,107500,1
836,1320,20251223,74,2,1,727000.0,680000.0,47000.0,6.46,545000.0,135000.0,19.85,206182.32,22.8,680000.0,109,4,107500,1
837,247,20260620,7,3,4,369000.0,350000.0,19000.0,5.15,296000.0,54000.0,15.43,233331.1,8.14,350000.0,30,12,67500,1
838,433,20250112,76,3,1,331000.0,310000.0,21000.0,6.34,271000.0,39000.0,12.58,219038.23,9.59,310000.0,85,13,177500,1
839,716,20241128,60,2,1,331000.0,310000.0,21000.0,6.34,271000.0,39000.0,12.58,219038.23,9.59,310000.0,85,13,177500,1
840,434,20240905,42,2,3,1119000.0,1038000.0,81000.0,7.24,886000.0,152000.0,14.64,171878.4,47.13,1038000.0,60,2,31000,1
841,435,20241025,34,3,4,693000.0,649000.0,44000.0,6.35,562000.0,87000.0,13.41,337339.32,13.04,649000.0,30,8,17500,1
842,391,20240714,65,2,3,1152000.0,1088000.0,64000.0,5.56,872000.0,216000.0,19.85,392738.09,16.3,1088000.0,69,5,46000,1
843,436,20260803,47,3,3,1152000.0,1088000.0,64000.0,5.56,872000.0,216000.0,19.85,392738.09,16.3,1088000.0,69,5,46000,1
844,437,20240328,3,3,3,1049000.0,988000.0,61000.0,5.82,833000.0,155000.0,15.69,510633.4,11.95,988000.0,60,8,98000,1
845,991,20240410,34,1,3,1049000.0,988000.0,61000.0,5.82,833000.0,155000.0,15.69,510633.4,11.95,988000.0,60,8,98000,1
846,438,20260522,46,3,3,535000.0,488000.0,47000.0,8.79,408000.0,80000.0,16.39,151729.77,30.98,488000.0,30,4,87500,1
847,569,20241217,97,1,3,535000.0,488000.0,47000.0,8.79,408000.0,80000.0,16.39,151729.77,30.98,488000.0,30,4,87500,1
848,256,20251108,98,2,3,747000.0,698000.0,49000.0,6.56,586000.0,112000.0,16.05,394295.46,12.43,698000.0,116,9,81000,1
849,170,20251227,78,3,1,625000.0,575000.0,50000.0,8.0,463000.0,112000.0,19.48,246028.12,20.32,575000.0,15,6,141142,1
850,439,20240603,19,3,1,625000.0,575000.0,50000.0,8.0,463000.0,112000.0,19.48,246028.12,20.32,575000.0,15,6,141142,1
851,440,20260327,57,2,3,1978000.0,1798000.0,180000.0,9.1,1537000.0,261000.0,14.52,962853.07,18.69,1798000.0,82,8,44000,1
852,441,20251202,100,3,17,783000.0,699900.0,83100.0,10.61,588000.0,111900.0,15.99,470083.93,17.68,699900.0,74,11,77500,1
853,442,20250607,11,1,3,1684000.0,1598000.0,86000.0,5.11,1376000.0,222000.0,13.89,372689.41,23.08,1598000.0,85,3,37000,1
854,368,20241104,27,3,3,1410000.0,1248000.0,162000.0,11.49,1047000.0,201000.0,16.11,216576.0,74.8,1248000.0,67,2,19000,1
855,794,20240923,69,3,3,1410000.0,1248000.0,162000.0,11.49,1047000.0,201000.0,16.11,216576.0,74.8,1248000.0,67,2,19000,1
856,66,20251119,41,2,1,440000.0,395000.0,45000.0,10.23,321000.0,74000.0,18.73,124787.1,36.06,395000.0,87,4,32500,1
857,443,20240908,56,3,1,238000.0,225000.0,13000.0,5.46,192000.0,33000.0,14.67,142886.3,9.1,225000.0,15,11,142500,1
858,11,20240423,15,2,1,677000.0,595000.0,82000.0,12.11,484000.0,111000.0,18.66,149828.22,54.73,595000.0,74,3,43121,1
859,264,20260203,9,3,1,677000.0,595000.0,82000.0,12.11,484000.0,111000.0,18.66,149828.22,54.73,595000.0,74,3,43121,1
860,444,20260626,6,2,1,1014000.0,888000.0,126000.0,12.43,772000.0,116000.0,13.06,768285.37,16.4,888000.0,95,17,97500,1
861,445,20251004,83,2,1,432000.0,409000.0,23000.0,5.32,347000.0,62000.0,15.16,66355.2,34.66,409000.0,43,2,97500,1
862,446,20241210,95,2,1,398000.0,369000.0,29000.0,7.29,300000.0,69000.0,18.7,61132.8,47.44,369000.0,65,2,92500,1
863,447,20240702,98,3,10,198000.0,175000.0,23000.0,11.62,153000.0,22000.0,12.57,145848.06,15.77,175000.0,84,16,162500,1
864,30,20241119,28,3,1,370000.0,329000.0,41000.0,11.08,277000.0,52000.0,15.81,104934.6,39.07,329000.0,12,4,157500,1
865,448,20240109,35,1,1,907000.0,849000.0,58000.0,6.39,684000.0,165000.0,19.43,139315.2,41.63,849000.0,51,2,32500,1
866,289,20260701,52,1,1,609000.0,569000.0,40000.0,6.57,484000.0,85000.0,14.94,296449.71,13.49,569000.0,71,8,152500,1
867,25,20241202,63,3,10,598000.0,550000.0,48000.0,8.03,451000.0,99000.0,18.0,291095.11,16.49,550000.0,15,8,247500,1
868,449,20250426,8,2,10,598000.0,550000.0,48000.0,8.03,451000.0,99000.0,18.0,291095.11,16.49,550000.0,15,8,247500,1
869,1276,20250423,29,1,10,598000.0,550000.0,48000.0,8.03,451000.0,99000.0,18.0,291095.11,16.49,550000.0,15,8,247500,1
870,450,20241213,1,3,1,834000.0,759000.0,75000.0,8.99,656000.0,103000.0,13.57,500702.43,14.98,759000.0,15,11,158000,1
871,451,20260121,42,1,2,2335000.0,2100000.0,235000.0,10.06,1817000.0,283000.0,13.48,358656.0,65.52,2100000.0,72,2,32500,1
872,452,20240831,19,2,1,792000.0,729000.0,63000.0,7.95,640000.0,89000.0,12.21,565252.46,11.15,729000.0,29,15,62500,1
873,453,20250903,5,2,1,345000.0,315000.0,30000.0,8.7,265000.0,50000.0,15.87,268086.96,11.19,315000.0,30,18,225480,1
874,1124,20250520,59,2,1,345000.0,315000.0,30000.0,8.7,265000.0,50000.0,15.87,268086.96,11.19,315000.0,30,18,225480,1
875,454,20251215,57,1,1,1226000.0,1090000.0,136000.0,11.09,912000.0,178000.0,16.33,98080.0,138.66,1090000.0,11,1,32500,1
876,194,20250318,39,3,1,353000.0,335000.0,18000.0,5.1,288000.0,47000.0,14.03,211928.01,8.49,335000.0,99,11,150979,1
877,455,20240630,3,1,1,353000.0,335000.0,18000.0,5.1,288000.0,47000.0,14.03,211928.01,8.49,335000.0,99,11,150979,1
878,127,20241003,72,3,1,392000.0,365000.0,27000.0,6.89,296000.0,69000.0,18.9,154308.84,17.5,365000.0,104,6,94932,1
879,636,20261128,41,2,1,392000.0,365000.0,27000.0,6.89,296000.0,69000.0,18.9,154308.84,17.5,365000.0,104,6,94932,1
880,333,20250501,82,1,1,723000.0,645000.0,78000.0,10.79,544000.0,101000.0,15.66,246484.06,31.65,645000.0,99,5,38286,1
881,734,20261206,71,2,1,723000.0,645000.0,78000.0,10.79,544000.0,101000.0,15.66,246484.06,31.65,645000.0,99,5,38286,1
882,447,20261230,85,2,1,194000.0,170000.0,24000.0,12.37,143000.0,27000.0,15.88,142901.64,16.79,170000.0,65,16,282500,1
883,456,20240606,38,1,1,351000.0,319000.0,32000.0,9.12,257000.0,62000.0,19.44,138169.39,23.16,319000.0,105,6,52500,1
884,457,20241030,26,1,1,127000.0,115000.0,12000.0,9.45,96000.0,19000.0,16.52,87478.51,13.72,115000.0,19,14,77500,1
885,458,20240121,34,2,1,275000.0,259000.0,16000.0,5.82,225000.0,34000.0,13.13,133864.81,11.95,259000.0,96,8,177500,1
886,459,20251031,87,1,1,284000.0,259000.0,25000.0,8.8,225000.0,34000.0,13.13,138245.84,18.08,259000.0,79,8,112500,1
887,550,20250505,21,3,1,284000.0,259000.0,25000.0,8.8,225000.0,34000.0,13.13,138245.84,18.08,259000.0,79,8,112500,1
888,347,20260113,33,3,1,880000.0,798000.0,82000.0,9.32,645000.0,153000.0,19.17,300008.26,27.33,798000.0,32,5,117500,1
889,460,20240411,20,3,1,632000.0,588000.0,44000.0,6.96,475000.0,113000.0,19.22,215460.48,20.42,588000.0,101,5,67500,1
890,742,20241024,22,2,1,632000.0,588000.0,44000.0,6.96,475000.0,113000.0,19.22,215460.48,20.42,588000.0,101,5,67500,1
891,399,20261108,88,1,1,687000.0,638000.0,49000.0,7.13,524000.0,114000.0,17.87,362625.14,13.51,638000.0,39,9,142500,1
892,461,20240425,3,2,1,687000.0,638000.0,49000.0,7.13,524000.0,114000.0,17.87,362625.14,13.51,638000.0,39,9,142500,1
893,462,20251026,66,2,21,92000.0,85000.0,7000.0,7.61,74000.0,11000.0,12.94,63370.26,11.05,85000.0,87,14,377500,1
894,463,20250803,59,3,1,230000.0,219000.0,11000.0,4.78,177000.0,42000.0,19.18,111959.66,9.82,219000.0,46,8,137500,1
895,464,20250613,30,3,1,129000.0,119000.0,10000.0,7.75,102000.0,17000.0,14.29,95022.22,10.52,119000.0,64,16,27500,1
896,465,20260119,98,1,4,74000.0,69000.0,5000.0,6.76,56000.0,13000.0,18.84,50971.73,9.81,69000.0,105,14,157500,1
897,466,20250610,51,2,1,920000.0,849999.0,70001.0,7.61,722000.0,127999.0,15.06,362153.4,19.33,849999.0,58,6,87500,1
898,467,20240929,3,3,1,74000.0,70000.0,4000.0,5.41,58000.0,12000.0,17.14,62181.46,6.43,70000.0,43,22,200708,1
899,468,20240724,67,3,1,284000.0,249000.0,35000.0,12.32,215000.0,34000.0,13.65,179582.75,19.49,249000.0,114,12,156000,1
900,469,20260311,19,1,1,576000.0,519000.0,57000.0,9.9,425000.0,94000.0,18.11,280385.93,20.33,519000.0,53,8,157500,1
901,297,20240204,13,2,4,737000.0,659000.0,78000.0,10.58,561000.0,98000.0,14.87,251256.92,31.04,659000.0,31,5,74000,1
902,470,20251013,72,3,12,484000.0,429000.0,55000.0,11.36,351000.0,78000.0,18.18,38720.0,142.05,429000.0,40,1,7017,1
903,1236,20251119,25,3,12,484000.0,429000.0,55000.0,11.36,351000.0,78000.0,18.18,38720.0,142.05,429000.0,40,1,7017,1
904,191,20250312,22,1,1,263000.0,239000.0,24000.0,9.13,205000.0,34000.0,14.23,174039.44,13.79,239000.0,16,13,70000,1
905,471,20260727,84,2,1,318000.0,300000.0,18000.0,5.66,261000.0,39000.0,13.0,90187.04,19.96,300000.0,114,4,28300,1
906,347,20250123,27,1,1,881000.0,798000.0,83000.0,9.42,646000.0,152000.0,19.05,300349.18,27.63,798000.0,30,5,77500,1
907,472,20240408,67,3,1,885000.0,798000.0,87000.0,9.83,694000.0,104000.0,13.03,348375.82,24.97,798000.0,25,6,112500,1
908,45,20261123,49,1,1,740000.0,658000.0,82000.0,11.08,558000.0,100000.0,15.2,327193.52,25.06,658000.0,29,7,202500,1
909,347,20240712,83,2,1,938000.0,858000.0,80000.0,8.53,695000.0,163000.0,19.0,319781.53,25.02,858000.0,52,5,112500,1
910,45,20240508,13,2,1,774000.0,728000.0,46000.0,5.94,607000.0,121000.0,16.62,342226.73,13.44,728000.0,53,7,107500,1
911,335,20240917,43,3,1,958000.0,888000.0,70000.0,7.31,722000.0,166000.0,18.69,326599.9,21.43,888000.0,56,5,137500,1
912,14,20251003,65,2,1,1030000.0,948000.0,82000.0,7.96,812000.0,136000.0,14.35,292115.25,28.07,948000.0,28,4,152500,1
913,347,20251027,65,2,1,878000.0,788000.0,90000.0,10.25,678000.0,110000.0,13.96,299326.42,30.07,788000.0,57,5,182500,1
914,421,20260729,91,3,1,486000.0,439000.0,47000.0,9.67,355000.0,84000.0,19.13,321609.0,14.61,439000.0,105,13,87500,1
915,473,20260424,50,1,10,342000.0,315000.0,27000.0,7.89,265000.0,50000.0,15.87,193439.15,13.96,315000.0,88,10,137500,1
916,653,20240301,22,3,10,342000.0,315000.0,27000.0,7.89,265000.0,50000.0,15.87,193439.15,13.96,315000.0,88,10,137500,1
917,474,20260211,57,2,1,826000.0,719000.0,107000.0,12.95,622000.0,97000.0,13.49,281598.66,38.0,719000.0,78,5,122500,1
918,475,20260425,25,1,1,366000.0,330000.0,36000.0,9.84,289000.0,41000.0,12.42,207013.83,17.39,330000.0,20,10,162500,1
919,476,20251222,42,2,1,622000.0,579000.0,43000.0,6.91,487000.0,92000.0,15.89,137656.06,31.24,579000.0,88,3,122500,1
920,477,20250310,22,1,1,1335000.0,1259000.0,76000.0,5.69,1103000.0,156000.0,12.39,295451.52,25.72,1259000.0,38,3,82500,1
921,478,20240619,10,3,1,308000.0,289000.0,19000.0,6.17,244000.0,45000.0,15.57,194758.75,9.76,289000.0,54,12,17500,1
922,479,20250228,20,2,1,321000.0,299000.0,22000.0,6.85,249000.0,50000.0,16.72,141931.24,15.5,299000.0,77,7,82500,1
923,480,20260605,11,1,1,1279000.0,1200000.0,79000.0,6.18,1041000.0,159000.0,13.25,767863.79,10.29,1200000.0,45,11,122500,1
924,481,20250410,77,2,1,1804000.0,1688000.0,116000.0,6.43,1417000.0,271000.0,16.05,615016.93,18.86,1688000.0,57,5,147500,1
925,482,20251213,34,1,1,1928000.0,1788000.0,140000.0,7.26,1498000.0,290000.0,16.22,852471.75,16.42,1788000.0,96,7,97500,1
926,483,20260319,57,1,1,2122000.0,1988000.0,134000.0,6.31,1668000.0,320000.0,16.1,723429.01,18.52,1988000.0,24,5,122500,1
927,4,20250324,52,2,4,671000.0,589000.0,82000.0,12.22,511000.0,78000.0,13.24,190300.32,43.09,589000.0,119,4,2500,1
928,69,20240205,27,1,4,671000.0,589000.0,82000.0,12.22,511000.0,78000.0,13.24,190300.32,43.09,589000.0,119,4,2500,1
929,484,20260226,71,2,1,2527000.0,2388000.0,139000.0,5.5,2069000.0,319000.0,13.36,559255.42,24.85,2388000.0,53,3,96652,1
930,485,20260423,54,1,1,2081000.0,1888000.0,193000.0,9.27,1571000.0,317000.0,16.79,709451.35,27.2,1888000.0,76,5,242500,1
931,486,20260928,90,1,1,1842000.0,1688000.0,154000.0,8.36,1395000.0,293000.0,17.36,814446.56,18.91,1688000.0,105,7,202500,1
932,487,20260422,17,1,1,2159000.0,1880000.0,279000.0,12.92,1578000.0,302000.0,16.06,849879.55,32.83,1880000.0,83,6,202500,1
933,487,20240528,49,2,1,2110000.0,1988000.0,122000.0,5.78,1681000.0,307000.0,15.44,830590.95,14.69,1988000.0,49,6,92500,1
934,488,20260612,21,3,1,2058000.0,1888000.0,170000.0,8.26,1546000.0,342000.0,18.11,909951.69,18.68,1888000.0,111,7,127500,1
935,486,20250203,16,3,1,2165000.0,1888000.0,277000.0,12.79,1630000.0,258000.0,13.67,957262.11,28.94,1888000.0,95,7,107500,1
936,489,20240915,52,3,1,2250000.0,1980000.0,270000.0,12.0,1661000.0,319000.0,16.11,767066.57,35.2,1980000.0,23,5,242500,1
937,487,20260302,25,1,1,2241000.0,1980000.0,261000.0,11.65,1637000.0,343000.0,17.32,882158.44,29.59,1980000.0,72,6,182500,1
938,487,20240711,25,1,1,2139000.0,1988000.0,151000.0,7.06,1607000.0,381000.0,19.16,842006.65,17.93,1988000.0,90,6,122500,1
939,345,20240818,30,1,1,1066000.0,999000.0,67000.0,6.29,818000.0,181000.0,18.12,302325.1,22.16,999000.0,94,4,188000,1
940,494,20240218,55,3,1,1066000.0,999000.0,67000.0,6.29,818000.0,181000.0,18.12,302325.1,22.16,999000.0,94,4,188000,1
941,490,20240423,42,3,1,1004000.0,899000.0,105000.0,10.46,787000.0,112000.0,12.46,342282.15,30.68,899000.0,60,5,97000,1
942,491,20250812,48,2,1,856000.0,749000.0,107000.0,12.5,617000.0,132000.0,17.62,242767.63,44.08,749000.0,88,4,124000,1
943,492,20250221,38,2,1,1403000.0,1269000.0,134000.0,9.55,1032000.0,237000.0,18.68,478308.62,28.02,1269000.0,67,5,97000,1
944,343,20240303,46,3,1,1327000.0,1199000.0,128000.0,9.65,1003000.0,196000.0,16.35,293681.02,43.58,1199000.0,24,3,49000,1
945,493,20240227,16,3,1,1327000.0,1199000.0,128000.0,9.65,1003000.0,196000.0,16.35,293681.02,43.58,1199000.0,24,3,49000,1
946,345,20240816,80,1,1,1185000.0,1099000.0,86000.0,7.26,906000.0,193000.0,17.56,336074.34,25.59,1099000.0,74,4,72000,1
947,494,20250129,92,2,1,1185000.0,1099000.0,86000.0,7.26,906000.0,193000.0,17.56,336074.34,25.59,1099000.0,74,4,72000,1
948,495,20251004,91,2,1,675000.0,599000.0,76000.0,11.26,481000.0,118000.0,19.7,356291.08,21.33,599000.0,97,9,180000,1
949,466,20250419,67,2,1,908000.0,850000.0,58000.0,6.39,702000.0,148000.0,17.41,357429.66,16.23,850000.0,64,6,120000,1
950,365,20260201,68,2,1,973000.0,899000.0,74000.0,7.61,758000.0,141000.0,15.68,275949.65,26.82,899000.0,85,4,118000,1
951,369,20251114,96,3,1,973000.0,899000.0,74000.0,7.61,758000.0,141000.0,15.68,275949.65,26.82,899000.0,85,4,118000,1
952,496,20240129,15,3,1,764000.0,699000.0,65000.0,8.51,590000.0,109000.0,15.59,216675.78,30.0,699000.0,19,4,154000,1
953,497,20260227,5,3,1,1408000.0,1279000.0,129000.0,9.16,1060000.0,219000.0,17.12,311607.3,41.4,1279000.0,119,3,118000,1
954,225,20250616,47,1,1,783000.0,729000.0,54000.0,6.9,609000.0,120000.0,16.46,222064.31,24.32,729000.0,115,4,104000,1
955,498,20240531,83,3,1,1262000.0,1189000.0,73000.0,5.78,1043000.0,146000.0,12.28,666132.36,10.96,1189000.0,51,9,126000,1
956,499,20251013,20,1,1,621000.0,559000.0,62000.0,9.98,464000.0,95000.0,16.99,372825.19,16.63,559000.0,104,11,22500,1
957,389,20240729,19,1,1,1186000.0,1099000.0,87000.0,7.34,902000.0,197000.0,17.93,670815.29,12.97,1099000.0,20,10,69000,1
958,94,20261108,47,1,1,708000.0,639000.0,69000.0,9.75,524000.0,115000.0,18.0,156688.9,44.04,639000.0,25,3,92000,1
959,91,20260517,76,3,1,777000.0,729000.0,48000.0,6.18,610000.0,119000.0,16.32,264893.66,18.12,729000.0,82,5,131000,1
960,498,20240105,23,1,1,1383000.0,1259000.0,124000.0,8.97,1084000.0,175000.0,13.9,730000.83,16.99,1259000.0,87,9,132000,1
961,500,20251215,55,2,1,1025000.0,929000.0,96000.0,9.37,759000.0,170000.0,18.3,290697.22,33.02,929000.0,28,4,43000,1
962,347,20240904,55,2,1,833000.0,789000.0,44000.0,5.28,676000.0,113000.0,14.32,283985.09,15.49,789000.0,40,5,66000,1
963,501,20260423,57,1,1,2426000.0,2239000.0,187000.0,7.71,1795000.0,444000.0,19.83,827068.22,22.61,2239000.0,82,5,27000,1
964,502,20241201,69,2,1,924000.0,869000.0,55000.0,5.95,724000.0,145000.0,16.69,204492.29,26.9,869000.0,109,3,71000,1
965,296,20260124,64,2,1,506000.0,479000.0,27000.0,5.34,413000.0,66000.0,13.78,246311.25,10.96,479000.0,62,8,160000,1
966,673,20240825,95,2,1,506000.0,479000.0,27000.0,5.34,413000.0,66000.0,13.78,246311.25,10.96,479000.0,62,8,160000,1
967,503,20240822,75,1,1,2607000.0,2269000.0,338000.0,12.97,1877000.0,392000.0,17.28,576960.38,58.58,2269000.0,112,3,40000,1
968,335,20250918,100,3,1,832000.0,769000.0,63000.0,7.57,650000.0,119000.0,15.47,283644.17,22.21,769000.0,99,5,151000,1
969,504,20260312,86,2,1,417000.0,369000.0,48000.0,11.51,301000.0,68000.0,18.43,220108.71,21.81,369000.0,17,9,216000,1
970,1391,20240428,41,2,1,417000.0,369000.0,48000.0,11.51,301000.0,68000.0,18.43,220108.71,21.81,369000.0,17,9,216000,1
971,323,20241225,47,1,1,773000.0,719000.0,54000.0,6.99,618000.0,101000.0,14.05,341784.58,15.8,719000.0,33,7,92500,1
972,505,20240810,14,3,1,2684000.0,2399999.0,284001.0,10.58,1930000.0,469999.0,19.58,1056543.18,26.88,2399999.0,17,6,75341,1
973,506,20261212,15,1,4,619000.0,550000.0,69000.0,11.15,478000.0,72000.0,13.09,426371.64,16.18,550000.0,92,14,62500,1
974,713,20260406,6,3,4,619000.0,550000.0,69000.0,11.15,478000.0,72000.0,13.09,426371.64,16.18,550000.0,92,14,62500,1
975,507,20241125,78,3,10,476000.0,429000.0,47000.0,9.87,350000.0,79000.0,18.41,231707.82,20.28,429000.0,57,8,237500,1
976,508,20260826,61,3,1,505000.0,460000.0,45000.0,8.91,400000.0,60000.0,13.04,111762.56,40.26,460000.0,39,3,42500,1
977,509,20250506,32,1,1,1963000.0,1799000.0,164000.0,8.35,1490000.0,309000.0,17.18,157040.0,104.43,1799000.0,67,1,2500,1
978,510,20251125,45,1,1,335000.0,309000.0,26000.0,7.76,265000.0,44000.0,14.24,189479.87,13.72,309000.0,95,10,152500,1
979,894,20250804,35,2,1,335000.0,309000.0,26000.0,7.76,265000.0,44000.0,14.24,189479.87,13.72,309000.0,95,10,152500,1
980,511,20250616,6,2,1,663000.0,580000.0,83000.0,12.52,479000.0,101000.0,17.41,322735.89,25.72,580000.0,64,8,127500,1
981,1492,20250921,6,3,1,663000.0,580000.0,83000.0,12.52,479000.0,101000.0,17.41,322735.89,25.72,580000.0,64,8,127500,1
982,512,20241115,37,2,1,429000.0,379000.0,50000.0,11.66,331000.0,48000.0,12.66,121667.42,41.1,379000.0,82,4,57500,1
